Datum,Brot,Brötchen,Croissant,Konditorei,Kuchen,Saisonbrot,<NA>
2016-06-13,157.032598847473,321.713222457414,141.781000615203,63.9264043023185,209.321894690829,NA,NA
2016-06-14,119.96846203145,306.10547510178,100.912492228875,93.2936243715596,213.187533623518,NA,NA
2016-06-15,98.597982186145,279.035829075679,110.978634293169,54.5981574004444,234.728412152859,NA,NA
2016-06-16,132.226336008048,305.679673037153,86.6321388895877,69.769016334118,253.821100241294,NA,NA
2016-06-17,96.4894878589786,349.831794411109,111.578949303683,76.7473988954117,251.67982231829,NA,NA
2016-06-18,178.053503357419,455.115566690297,210.995958062752,74.0956742931782,297.196176882937,NA,NA
2016-06-19,47.3015501376727,515.510722561944,221.472814024848,157.876050195996,258.683021783885,NA,NA
2016-06-20,154.234328655126,414.129888774016,160.366420638134,80.4346390087438,261.929083791593,NA,NA
2016-06-21,122.723468787436,390.81874030213,147.991076622665,75.1865037322638,250.953444723129,NA,NA
2016-06-22,98.8851882321757,437.625292013129,132.946056097799,46.4521045149254,245.204941108968,NA,NA
2016-06-23,159.229870584471,444.85642620105,161.58432145411,77.5616208592352,231.264672708937,NA,NA
2016-06-24,146.028836187358,504.789708077128,161.274225315318,NA,241.758175059788,NA,NA
2016-06-25,160.675602624552,770.940264429072,330.478660501536,80.143148747234,402.98066537422,NA,NA
2016-06-26,70.9661977461169,673.058408685448,240.674329382729,103.99952080863,265.456146687391,NA,NA
2016-06-27,163.747099559984,457.726032088298,145.138260293234,107.191517706417,298.562972536535,NA,NA
2016-06-28,120.494624396019,402.680603677028,161.869224113387,73.4591715957405,252.926576515592,NA,NA
2016-06-29,115.226044727455,370.9905058322,138.086225716019,66.8612519384528,243.967227468166,NA,NA
2016-06-30,165.845034983749,402.024053504751,136.640373498376,92.1728235227327,311.537619327288,NA,NA
2016-07-01,114.432331782581,359.955266934243,148.845304362305,62.7855301488184,232.632716648263,NA,NA
2016-07-02,151.530588705805,458.046656207515,235.678451999105,88.2706160555416,321.441200567339,NA,NA
2016-07-03,69.2208725565689,549.801708096745,198.57572478932,95.2489280277311,318.000500433358,NA,NA
2016-07-04,162.311728521353,366.052910892549,101.501372957599,101.911143347065,240.331730033711,NA,NA
2016-07-05,99.5359318621793,390.290376373584,139.603404199373,86.0515939532622,259.847648449434,NA,NA
2016-07-06,108.94000089499,423.119096446191,164.349099555347,79.3752874106993,319.444668795495,NA,NA
2016-07-07,NA,NA,NA,NA,NA,NA,0
2016-07-08,127.247931501737,406.844268769529,157.876878826052,58.1943167192438,267.526274034685,NA,NA
2016-07-09,115.811353583804,411.184304372527,246.879387896932,86.9784943488394,284.624833801229,NA,NA
2016-07-10,74.7486671975863,603.862275871903,216.585703890106,83.9455394230727,245.910421326878,NA,NA
2016-07-11,143.298039553454,434.120775058025,179.278876112019,91.077958457133,270.433745249298,NA,NA
2016-07-12,98.8521437980355,442.540104956313,170.230875748386,73.8039993112344,272.36578046547,NA,NA
2016-07-13,136.905968374288,441.154248420539,179.907364672447,84.1771092914222,290.707275954792,NA,NA
2016-07-14,116.126177275812,477.904668200072,218.801690747843,76.9007014863421,247.413234215067,NA,NA
2016-07-15,132.699943835378,455.61544571849,188.310124766528,72.6228540742141,245.296127530325,NA,NA
2016-07-16,157.221628294765,501.587558806011,223.292333174144,90.2587400459239,341.719175136899,NA,NA
2016-07-17,42.885878239169,666.527946705603,240.984092016883,125.628666013292,297.654915440869,NA,NA
2016-07-18,NA,NA,NA,NA,NA,NA,0
2016-07-19,110.715440210892,498.531530465481,231.302041791688,71.2844713341653,302.794519563702,NA,NA
2016-07-20,104.132660811651,504.911090771417,225.94725477004,61.3250234967134,252.185377063924,NA,NA
2016-07-21,131.784060768095,518.05696353344,214.795915124578,63.4082712114498,225.139755159581,NA,NA
2016-07-22,113.407010430872,552.606019978418,218.193724524142,67.2432132039071,244.492833798335,NA,NA
2016-07-23,146.464945803733,649.673625708709,300.402606623953,65.999671907614,305.545406478361,NA,NA
2016-07-24,92.7879182201905,642.671545332675,257.179272866847,115.411820114704,301.446918150668,NA,NA
2016-07-25,185.227061025517,578.144391563216,282.729423408297,94.6517709663234,270.80285258066,NA,NA
2016-07-26,192.381770532513,591.405293925478,311.186206266119,NA,347.147613190373,NA,NA
2016-07-27,159.997122537331,599.470800802549,296.787317629001,65.36460261261,274.036919172474,NA,NA
2016-07-28,164.354295781258,589.818472576254,339.772120514901,84.4526943001443,319.552065942429,NA,NA
2016-07-29,177.670184792223,585.737375255411,313.051127748557,79.1511614101298,306.176262585225,NA,NA
2016-07-30,166.601426920218,654.881851014471,396.978002151989,79.4721137940039,271.144111868921,NA,NA
2016-07-31,91.3605121122705,705.270631053338,352.721178327364,113.608709736733,339.536726625866,NA,NA
2016-08-01,161.443574230918,612.243855464434,315.867116776854,76.2771479267291,334.375655815544,NA,NA
2016-08-02,135.72195457448,640.359288495899,307.195889740818,94.7296678636697,291.774754004698,NA,NA
2016-08-03,160.92640354873,546.681324306856,324.063160689359,125.29913310079,303.690015208262,NA,NA
2016-08-04,190.138048133153,572.9375007087,294.953956111065,120.320434087359,266.889484301861,NA,NA
2016-08-05,156.95610535683,582.139047360436,307.366610857395,82.5878750874778,300.234944047573,NA,NA
2016-08-06,175.282574113376,627.399879345698,326.032069049756,98.7069424269931,352.396772595034,NA,NA
2016-08-07,71.899100617287,717.630142641236,327.052753961083,142.162153969304,388.395780108233,NA,NA
2016-08-08,164.185739816663,590.364639279926,277.881342355861,101.48674551854,376.108331144121,NA,NA
2016-08-09,168.392491471408,614.057655871662,320.651490164019,84.6457978181583,323.201034184973,NA,NA
2016-08-10,146.108444701411,591.248086981698,315.42015433627,122.20775285546,406.182788802522,NA,NA
2016-08-11,155.445190548365,598.898338586543,312.998425205478,156.030512564163,434.053480046566,NA,NA
2016-08-12,172.772180030773,628.540557526445,316.412519279478,82.8057057640178,360.020079003047,NA,NA
2016-08-13,242.04298764093,738.269009184729,402.860567190888,174.56607234021,456.299833761621,NA,NA
2016-08-14,NA,NA,NA,NA,NA,NA,0
2016-08-15,NA,NA,NA,NA,NA,NA,0
2016-08-16,111.26757761232,563.245539657153,268.715042972505,71.3544496963885,307.344475192462,NA,NA
2016-08-17,133.724113213579,580.959984588054,274.152347904724,84.2136113210601,274.043112966598,NA,NA
2016-08-18,166.491293516648,517.663284471291,287.765747135281,75.1747825318839,256.02662776997,NA,NA
2016-08-19,163.439489694208,547.814607365311,264.579771990774,104.565249046307,323.819837083835,NA,NA
2016-08-20,168.383074897518,727.82813857717,383.298667769012,99.6669300638897,381.564647503155,NA,NA
2016-08-21,64.0296375905993,611.969263585254,259.585275102001,111.755342047448,376.667002956842,NA,NA
2016-08-22,132.218707810364,503.322164342482,138.3366983689,94.2234768021405,227.851783425876,NA,NA
2016-08-23,100.797638745173,394.591725517269,184.170367057689,69.2699552944854,259.918385195652,NA,NA
2016-08-24,128.031689472655,421.314999974756,170.353220830059,81.8077351867349,294.57976527934,NA,NA
2016-08-25,131.898041645196,423.336573971822,181.842118829346,63.1344169982834,246.372730541868,NA,NA
2016-08-26,113.857651667203,457.308960245821,166.402064505158,69.4076743077305,298.47149111382,NA,NA
2016-08-27,143.728050251138,591.839425440136,277.903100318237,78.9703185036615,431.883448160865,NA,NA
2016-08-28,64.0609471983839,601.750589159833,256.176762589354,117.867595423087,343.403459471737,NA,NA
2016-08-29,117.093542214261,375.061712132817,136.29657520517,85.2839373894979,250.800146184405,NA,NA
2016-08-30,146.236249515322,363.235887655092,160.336321801591,92.2266717357749,273.453181024855,NA,NA
2016-08-31,133.333037402885,365.214393739474,163.49670308802,71.5042420592551,269.080065666109,NA,NA
2016-09-01,134.059380486205,414.957000694047,184.329861039082,98.0009346613173,280.656910658055,NA,NA
2016-09-02,85.2045971552449,387.212025911342,161.932437682552,102.536382009367,307.486044616984,NA,NA
2016-09-03,167.820279051247,448.508773592816,269.483931194562,95.5664580471743,315.397578767879,NA,NA
2016-09-04,63.5013684156845,504.632657854187,221.580285871103,121.00365176454,248.446151856183,NA,NA
2016-09-05,162.984490197691,359.122720726491,126.457096377826,86.1298167903769,227.369946945208,NA,NA
2016-09-06,95.8411144296674,377.634634092805,122.486688739232,88.8408823873541,257.278299655972,NA,NA
2016-09-07,109.455420848433,335.203709564339,125.901174672784,75.8390999246391,214.606653386836,NA,NA
2016-09-08,125.091909371069,414.047201809759,123.558512923317,73.4969485194111,256.59523471466,NA,NA
2016-09-09,148.877333962067,388.211917631675,152.138133385527,90.352809156542,320.307189780233,NA,NA
2016-09-10,140.376787154846,507.689903698188,280.009462399262,82.4639150738783,261.823943368235,NA,NA
2016-09-11,85.7357676571596,545.176831557782,209.960575918,97.8618931914927,277.142389168356,NA,NA
2016-09-12,129.296154663315,360.218015490865,155.471605350608,102.601670931527,253.837291756647,NA,NA
2016-09-13,110.165491085845,357.809460758136,176.251944609301,87.237524139977,224.064010585292,NA,NA
2016-09-14,101.506886848651,362.729463906085,151.863811050942,77.1166001131505,256.29712162676,NA,NA
2016-09-15,139.038489572332,349.380070632085,135.288518813294,66.4875550410147,219.830534671562,NA,NA
2016-09-16,82.9657291003825,351.893580474176,161.752881879896,76.0503916109054,296.199040575708,NA,NA
2016-09-17,120.786599548847,407.185483742369,215.046440523193,85.8607134017524,314.548531974333,NA,NA
2016-09-18,93.160862383955,480.542581284257,197.307853070949,116.914398691126,355.723154107446,NA,NA
2016-09-19,114.697410367889,348.610476356749,122.536393643501,71.303734470392,236.03384301998,NA,NA
2016-09-20,147.044940899915,328.479395676693,131.214401149036,108.289673677416,298.704245346708,NA,NA
2016-09-21,113.835673304499,320.751362736203,118.573978194193,65.5328953727373,247.327301625247,NA,NA
2016-09-22,124.063350220345,333.491710900249,121.812793900583,64.8747804188171,246.238476364069,NA,NA
2016-09-23,123.203567184748,334.835340053426,114.784833689674,83.6829450528489,305.71368923846,NA,NA
2016-09-24,124.760380048605,382.884661267337,147.403447349753,77.091225998223,236.684978855263,NA,NA
2016-09-25,50.7009834904937,467.862772221578,171.298099810589,191.100179090963,324.339798106822,NA,NA
2016-09-26,100.687007359059,288.924972627933,100.656797037996,70.1183016667403,200.729575512528,NA,NA
2016-09-27,124.380118113529,308.430274429297,106.824179540477,70.5754586717771,219.691025714482,NA,NA
2016-09-28,120.131624904303,276.95747509989,108.052540485998,104.204658150352,281.33173727172,NA,NA
2016-09-29,106.899462001863,304.639393081772,113.054146061102,87.0039728646358,209.323640196751,NA,NA
2016-09-30,126.366800158974,292.054154725351,129.269260103097,75.2887876903606,193.213490974817,NA,NA
2016-10-01,173.938069367793,422.462880305042,166.963999835678,94.9968110543908,241.948734757705,NA,NA
2016-10-02,56.3004091147622,562.125467854407,186.732360367454,114.266134889728,262.299773706351,NA,NA
2016-10-03,62.1746495327839,484.636032498125,182.443859182106,175.777025560835,349.311805504009,NA,NA
2016-10-04,172.446738288365,334.855690002673,123.415726677241,74.0120712141302,240.277045454432,NA,NA
2016-10-05,114.574136259055,313.330103838322,120.624272460905,90.4487624824519,233.962258844718,NA,NA
2016-10-06,136.945957744399,345.113524952996,101.60163656775,80.9955881840322,221.280556813048,NA,NA
2016-10-07,134.611025021576,383.204234938422,141.93416312528,72.7219032623409,217.762142609866,NA,NA
2016-10-08,147.66789204124,366.932902975983,159.043461454141,97.1573327373914,227.094809459833,NA,NA
2016-10-09,53.3156087813301,496.810974350594,181.693182252688,111.55603133276,204.564566537797,NA,NA
2016-10-10,130.880964042862,380.153458343839,144.619334839444,81.5808277860361,272.096460064269,NA,NA
2016-10-11,85.4801757621986,376.573866608268,193.457092513929,83.3654496634983,250.286651016106,NA,NA
2016-10-12,98.0361155623953,344.070542410265,159.062487471256,74.0803337557003,294.043757384809,NA,NA
2016-10-13,148.18590913848,373.773464347884,147.744752027756,55.6395261362085,241.411791384101,NA,NA
2016-10-14,93.8261887010055,362.891896618259,166.32217095808,63.964902716704,200.946834376251,NA,NA
2016-10-15,132.894647230153,419.758055396142,189.027358152441,75.3813465737841,232.565718859558,NA,NA
2016-10-16,74.5534527201843,531.445003131207,213.136283121314,151.709518375799,225.595272346529,NA,NA
2016-10-17,120.547856066705,384.771661762652,158.15111344134,81.293499003446,255.735410277856,NA,NA
2016-10-18,110.361356326637,401.418865570001,149.45088792686,91.7436118231859,228.600350570995,NA,NA
2016-10-19,110.217732943397,413.509458544512,139.392809720067,78.4940631916244,236.472455694277,NA,NA
2016-10-20,115.866476082293,361.39994077193,163.589529856023,73.5637731329557,243.207657848516,NA,NA
2016-10-21,114.340023882369,344.284592144664,157.154195182157,59.065770949536,228.823612348767,NA,NA
2016-10-22,160.103777760669,362.998937459473,142.628523419571,94.8825770148696,247.988385028377,NA,NA
2016-10-23,71.392684860845,432.075653766841,184.302463772913,117.026902753308,318.531476179231,NA,NA
2016-10-24,101.614370965389,283.900274763154,91.661343436281,75.9963763592931,151.291654680164,NA,NA
2016-10-25,74.5196202965945,275.214526471799,91.4174596798256,81.7877921677137,233.037954480734,NA,NA
2016-10-26,75.1781153356293,289.426912922535,124.814994354034,65.9312615469244,227.350266377509,NA,NA
2016-10-27,107.497900955149,270.934898095161,81.3083736578224,64.3530038292111,146.8201866379,NA,NA
2016-10-28,125.569231616337,259.659612215792,84.2028058990911,84.6394877180107,177.402134342248,NA,NA
2016-10-29,151.413102878923,302.126163329756,110.598012441388,151.2765089983,233.469252900936,NA,NA
2016-10-30,68.3827588351215,473.283997822259,141.901075742017,103.985083901352,189.684581223678,NA,NA
2016-10-31,116.860031849405,326.876981669562,116.957939230667,70.3254304239473,206.801935482933,NA,NA
2016-11-01,109.272941497746,247.262323992562,101.44458467343,58.5481326695856,239.636644566373,NA,NA
2016-11-02,98.5457706234247,258.630529285405,90.8202443873751,85.8246991515178,222.447233073532,NA,NA
2016-11-03,146.232819423347,279.971350500935,111.819161696001,56.4275502608749,188.291283441223,43.0067702051724,NA
2016-11-04,97.3009447369516,243.545607844563,122.555235204681,85.1323711654376,248.1861831044,31.0302746062749,NA
2016-11-05,109.228922348071,281.817751432173,115.638311931186,108.104548477186,187.586828333204,51.7425396361144,NA
2016-11-06,95.267777844009,460.230229180135,142.854624136284,90.1088934527147,228.466900330671,NA,NA
2016-11-07,95.942904642186,255.648328676303,98.4615638799173,89.5375676010166,188.052534009555,55.6447706787916,NA
2016-11-08,98.6134473987209,204.169287713438,79.8857514598579,81.4058061539498,155.250018363632,48.6539377155505,NA
2016-11-09,102.800778634922,225.625409365451,76.8691465964589,53.3169820192043,216.290546703721,37.9775832387439,NA
2016-11-10,104.94423726981,222.952935466743,73.253261288051,67.7511186941306,156.348442296567,51.6599610963361,NA
2016-11-11,79.7625074114877,248.496512725195,81.1040142115944,69.5484904815901,208.651903838976,32.1564594476948,NA
2016-11-12,138.827828111692,334.977522413811,113.479986837697,82.1527997216755,279.651017681868,66.4155220587801,NA
2016-11-13,55.4419452131555,474.067020573429,155.829169523759,180.570460709882,315.771220676948,33.3799044085387,NA
2016-11-14,107.975134464159,241.872122463559,75.9976345648867,73.1540811139103,173.79328250457,44.4033269674857,NA
2016-11-15,97.521559634551,226.597706259018,84.5049657045271,78.0316412082128,190.063612843499,20.6776720993102,NA
2016-11-16,131.997447886261,223.910531432435,93.210451599767,56.5734184066884,193.849645107592,62.5835195605112,NA
2016-11-17,120.999764172375,217.353481812849,106.092674322495,77.1064144815868,219.93363358802,50.9373223752499,NA
2016-11-18,125.620231572559,251.940427195203,64.3170726423712,66.7588049069519,181.246063814946,50.3838309810137,NA
2016-11-19,98.4835152120726,241.369289867448,116.829845405325,65.3295640909929,203.253088517039,64.0232163953006,NA
2016-11-20,52.4424952545878,401.605485731958,142.385019678959,129.902767985023,244.917742885889,31.2111820886231,NA
2016-11-21,121.378744787554,269.243262515845,98.333606595868,68.247402388548693,182.99510955044,108.577258313193,NA
2016-11-22,87.2731117646776,291.595873590611,101.236985727754,62.577534232199,183.509214384925,127.825211212228,NA
2016-11-23,91.3408874396352,228.728425858361,91.490933306852,43.216005794062,186.927185150032,59.2188630915755,NA
2016-11-24,122.474432163973,260.982600573745,92.4017737531051,37.1306198924289,248.731233780428,116.904606639941,NA
2016-11-25,82.9237972563907,273.012101942408,100.690163238234,82.6037845116303,209.376976714726,110.485453579136,NA
2016-11-26,116.639176452944,352.306886988669,129.982834329394,75.884321074918,210.854307834817,120.980209456819,NA
2016-11-27,49.7963022970208,469.43311875982,157.081764001948,114.122887017882,300.546532404022,100.104662588903,NA
2016-11-28,112.658765618467,250.19685466648,93.4531134753644,98.6464707783414,195.698957062903,50.5443755257431,NA
2016-11-29,103.870082800741,267.035376741299,89.3040391726829,65.931094292729,199.6338632632,94.936577234626,NA
2016-11-30,128.456546571317,269.284875545542,85.4312169839517,65.5482234967467,156.243629364589,69.1423951554017,NA
2016-12-01,107.538858358439,289.176303581184,85.9494985489893,73.0318577251844,143.829997159402,81.5257620674089,NA
2016-12-02,94.5038724434251,251.175708024115,77.2714433251357,56.1898608815284,166.953409468071,120.419034503586,NA
2016-12-03,122.439207453624,303.777431914782,106.214827776906,68.03104342742,208.248215747008,102.031102607989,NA
2016-12-04,70.0253014166919,425.776045338157,125.514576263244,158.468179526554,237.541910926685,63.954384003579,NA
2016-12-05,119.636013828757,248.023029715188,95.5090556206996,71.3207699523391,166.823017109082,71.6927561189485,NA
2016-12-06,98.3868204798713,242.026570423275,70.1343151458493,74.8709420444816,178.942242034096,170.032387317823,NA
2016-12-07,106.089285160058,254.664630713786,85.2212886860415,54.436418005143,188.683723175965,72.0570080200053,NA
2016-12-08,127.742791107649,286.690546648509,85.9084157115656,67.8059676809944,169.625279584177,125.010960620127,NA
2016-12-09,81.5452124764518,240.502242286095,81.3562481298833,49.4876098998061,158.641062469319,94.4315326169962,NA
2016-12-10,82.9865412318734,345.301145371851,101.293319783939,82.5554594056483,227.874681711629,128.057208409031,NA
2016-12-11,58.5289054212942,486.685095537576,176.390387266873,122.393092255363,263.596298985189,84.5644203966836,NA
2016-12-12,89.5461152835577,207.604751430375,77.6737672684405,64.6764106485914,139.544487412734,76.8451108268975,NA
2016-12-13,86.1880456725954,233.770001608963,96.7761934509133,85.6826779457696,167.907720101753,65.1120642648545,NA
2016-12-14,75.4039519341152,221.942272035382,37.7392454247434,37.7356552333979,151.302391065882,74.2674362412923,NA
2016-12-15,137.130260969332,249.859463715467,73.6976971614453,53.5004254895103,160.830814816579,75.9259389553386,NA
2016-12-16,86.0242406261287,231.827718336113,81.0877267943151,38.9528425623819,182.735378148739,83.1967350210813,NA
2016-12-17,NA,NA,NA,NA,NA,NA,0
2016-12-18,158.08476137293,565.041664760473,174.728998356701,140.136610342031,304.116504309465,110.772438479613,NA
2016-12-19,97.2450388316804,228.043120399182,86.5548623487554,94.5628514641113,142.177817455165,51.7405211861006,NA
2016-12-20,82.2737744983917,230.544660181159,62.3552365841189,61.1485904856224,195.208051721907,73.8610197567487,NA
2016-12-21,107.055526767408,262.933974860887,101.434261871418,63.6403905738695,190.449251582024,47.2190696131545,NA
2016-12-22,102.318594196839,294.632086675127,74.3581509870598,56.715167584797904,230.090005850979,54.3229595577533,NA
2016-12-23,189.733379813939,320.332320272135,100.734575177249,84.3598588704714,187.041433421959,133.499200389925,NA
2016-12-24,182.243850046631,435.412836448077,77.6179363690156,95.06649534546,223.415195457351,39.5775381438053,NA
2016-12-25,NA,NA,NA,NA,NA,NA,0
2016-12-26,NA,NA,NA,NA,NA,NA,0
2016-12-27,132.534941139693,353.797791827776,127.178228446889,47.0674315395429,264.133101710094,48.8907184408876,NA
2016-12-28,92.6053954826362,369.891376672855,137.541974900339,61.4077235816262,250.057179010162,NA,NA
2016-12-29,281.809035845441,412.345692402398,128.192786610977,42.6612128486371,229.50561195356,25.9982201360405,NA
2016-12-30,130.743678525635,488.254599774454,131.355693828947,49.5316296726807,414.932011356758,NA,NA
2016-12-31,288.843105743746,569.614587079687,158.239302804042,50.7706476580069,1705.14420496386,NA,NA
2017-01-01,NA,NA,NA,NA,NA,NA,0
2017-01-02,127.942753867048,363.785766586536,93.0351063272558,76.172894548647,274.034203659944,NA,NA
2017-01-03,89.4483348556559,309.961108123739,80.7863564731785,59.602476507477,245.081683850067,NA,NA
2017-01-04,119.050990891285,299.025295009328,78.2861734025078,92.77818043027,281.903440110745,NA,NA
2017-01-05,115.680238055479,336.671269192301,106.740128482748,85.8475651563441,324.891360318795,NA,NA
2017-01-06,101.303945374724,275.932996044414,65.3687307096755,72.5514428845978,328.627657201091,NA,NA
2017-01-07,71.69205028378,270.247354621077,75.5002630311797,73.3540061918454,266.498427552309,NA,NA
2017-01-08,54.8212865043727,352.056991405427,131.287627179758,204.632350244358,205.527279466295,NA,NA
2017-01-09,116.228031726541,238.253386603281,73.1420980887895,57.1273534719678,169.571265441278,NA,NA
2017-01-10,114.536612160932,204.467443051391,70.6114048326199,97.3146919058678,203.078663452626,NA,NA
2017-01-11,49.4763974006414,174.999832388788,62.0305965135655,48.3637668861658,191.103238450091,NA,NA
2017-01-12,73.7827205206854,209.351176619157,85.5837742718517,61.4829250849197,172.807199887607,NA,NA
2017-01-13,114.532728222355,226.484139777162,79.7615363372838,44.2604372068594,250.100370325241,NA,NA
2017-01-14,128.56240804852,264.018180316324,92.8889849290192,114.52388735264,281.035649119377,NA,NA
2017-01-15,57.5415780818905,370.953894851707,128.991720245868,230.136726609361,324.290621664852,NA,NA
2017-01-16,88.9021282031328,221.861834510936,88.4798588855233,72.5723272399196,209.248418962616,NA,NA
2017-01-17,82.1819950215278,237.865415972532,77.108394146931,37.2233303255336,179.153676006878,NA,NA
2017-01-18,88.8649502286419,229.183246697448,71.9438809937912,88.740900134927,237.62827116827,NA,NA
2017-01-19,119.723025026725,217.31433192757,80.7312120582498,63.8146856927061,203.847604046575,NA,NA
2017-01-20,87.1766818830841,246.618836422496,75.0514615596861,83.6270664379288,194.750787927686,NA,NA
2017-01-21,107.032520387605,271.392050660175,90.1864250970913,92.928810396671,228.950555168268,NA,NA
2017-01-22,57.9895653139982,378.605208890515,147.203478885503,121.141203339317,274.515010154733,NA,NA
2017-01-23,86.9879013792807,200.650869397269,75.9711931108962,56.8576684618938,227.684752239204,NA,NA
2017-01-24,95.5104682174382,224.008464683995,71.6836626592104,88.8836214390903,232.618667163025,NA,NA
2017-01-25,64.9830364754336,215.33818679634,63.1089282766633,67.8561608632943,221.039472266449,NA,NA
2017-01-26,116.676851600561,248.421889120763,57.7648589403956,83.4163243140965,255.782068916167,NA,NA
2017-01-27,88.2521352952121,247.138197864919,88.9693164758223,134.892150309327,234.634393133873,NA,NA
2017-01-28,119.776887506826,313.682969192529,109.069741792424,150.612189036317,332.611346798779,NA,NA
2017-01-29,30.3865291347707,379.072962437235,137.21086624229,182.721053036135,221.019629284822,NA,NA
2017-01-30,95.5900521407205,239.843727193044,87.292602098661,58.6463743359007,236.006377891823,NA,NA
2017-01-31,92.8994636837401,221.330857530692,97.6009704783781,91.3282754946385,213.403139400616,NA,NA
2017-02-01,66.5673255870155,239.504840288098,58.2224524882749,71.90630540414,241.547252007214,NA,NA
2017-02-02,89.9254398203578,222.76706749452,54.3967685635611,71.8568347813858,191.633105336455,NA,NA
2017-02-03,78.3684128353329,212.92401534834,83.3749446533499,77.2719087098648,220.640999608196,NA,NA
2017-02-04,108.219789178826,276.252863559981,97.3650366684813,156.145828217114,266.821574321585,NA,NA
2017-02-05,57.4532745562637,374.084257351283,126.842276780996,148.611259758825,244.404283981917,NA,NA
2017-02-06,132.177431806535,237.959555280101,91.3622676641499,78.7402186288165,220.574521924832,NA,NA
2017-02-07,132.849204976505,266.645083093324,89.252680922547,64.4310797984471,250.869064544005,NA,NA
2017-02-08,117.004984635316,249.061981621222,100.810504587999,62.108564002711,233.337060178352,NA,NA
2017-02-09,119.337453228786,250.490563349257,107.639984783785,50.2485860858745,244.597694878654,NA,NA
2017-02-10,121.144021086338,261.357365889667,90.3208657475892,68.707358861519,291.991357923282,NA,NA
2017-02-11,100.989205252472,370.184991912543,107.677440690871,108.587748137268,265.755181023214,NA,NA
2017-02-12,44.557352092852,416.379213088695,132.993031450996,164.72696827433,254.571688425132,NA,NA
2017-02-13,119.108720290684,253.451793499213,78.6151404289983,66.9857019587524,248.698683073908,NA,NA
2017-02-14,141.073519448693,255.75728975769,74.0592957059607,116.314901445917,241.414722898101,NA,NA
2017-02-15,100.825877196342,278.538706748637,98.7987630293648,85.8636816313846,283.280374872234,NA,NA
2017-02-16,146.826941839259,309.868693401512,88.6343385040749,76.3790125687554,290.37633456587,NA,NA
2017-02-17,151.638373911674,272.294876852516,72.4603237114376,84.904925270326,279.376992517433,NA,NA
2017-02-18,141.71660063089,428.420760681624,110.173674444994,130.746487752412,470.50884355386,NA,NA
2017-02-19,62.0097969516182,447.567200414903,143.24278246555,161.686427026824,314.345356595209,NA,NA
2017-02-20,66.0328545899126,253.268174669793,71.0356451081313,82.0547293877186,172.609783679393,NA,NA
2017-02-21,109.49615849071,228.580529593722,73.4145321399375,72.2593350833824,216.340216270472,NA,NA
2017-02-22,61.7410274782351,190.339694203761,71.2165459705098,58.1723333446861,193.68895968633,NA,NA
2017-02-23,83.2419409328517,211.823498155332,64.732366279063,68.0279423384753,270.503133269846,NA,NA
2017-02-24,125.53740598929,239.782123705357,99.2841701711762,80.4488608498589,316.95394111832,NA,NA
2017-02-25,115.341612709924,312.627992129368,114.169995993508,109.366704462816,234.921803571215,NA,NA
2017-02-26,51.7803618656751,428.913586120998,158.09736357214,219.070489867947,285.771133555259,NA,NA
2017-02-27,122.569495991968,309.386402370393,84.7166976739322,79.9282396414421,225.788574192508,NA,NA
2017-02-28,83.0765621031534,229.94140636776,55.6773803478843,63.4128404969572,217.112882821244,NA,NA
2017-03-01,125.217450323725,249.680771523383,81.196753748226,63.9917334574785,184.419259396229,NA,NA
2017-03-02,129.890356481374,236.090084433661,93.1703797209382,88.5170198704386,208.162352876757,NA,NA
2017-03-03,87.3180596980489,238.976721219758,102.152065009225,117.704319583557,233.433296191023,NA,NA
2017-03-04,98.7435434121811,294.842273268246,106.326572981857,106.359853382428,244.654903697285,NA,NA
2017-03-05,34.5835550634367,402.778273319068,135.958950858257,140.485447246568,237.230130489581,NA,NA
2017-03-06,89.6750437494664,243.60177838846,86.9960424642728,81.6378419412611,237.36778410527,NA,NA
2017-03-07,100.15087379542,220.995436239232,83.4283849697076,67.1621281398369,221.073127599374,NA,NA
2017-03-08,94.9229502187465,229.762106992602,82.5934194590142,66.6334195345118,172.894375808564,NA,NA
2017-03-09,111.351351910469,270.975919358021,71.3137895523492,60.757612565121,201.981974396535,NA,NA
2017-03-10,100.450621108239,269.069152280242,85.9999360805292,81.8267970341715,220.561031064227,NA,NA
2017-03-11,121.869883897373,275.941241422517,108.418382637731,133.379795484216,270.40812557297,NA,NA
2017-03-12,95.7356255719552,491.90798485682,124.789965526841,185.780111123125,314.763402436625,NA,NA
2017-03-13,120.053295378394,242.464512144723,97.5939745535462,36.8342602340521,172.62499140603,NA,NA
2017-03-14,87.0000890332702,243.409665197197,83.7407885397308,75.3949001762448,231.454950724527,NA,NA
2017-03-15,92.6236598779842,241.207717005148,64.5780317895003,84.2638211334626,228.879500278325,NA,NA
2017-03-16,110.643982291844,227.081015697025,71.8054617106975,61.6572117456336,213.804929252107,NA,NA
2017-03-17,112.504534119038,225.002939044633,82.3548698176422,90.533610402315,190.177419969815,NA,NA
2017-03-18,106.208725638613,287.843905619013,102.87506239681,113.966410569379,241.153245549975,NA,NA
2017-03-19,36.557110132907,381.163708694666,109.641199449158,115.495208167488,229.126982582804,NA,NA
2017-03-20,97.3489147113908,225.438695753547,73.0242608684537,51.316960690722,183.265133200934,NA,NA
2017-03-21,126.927370810771,234.577222381036,92.1372741343699,100.759683299883,216.705423653414,NA,NA
