"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","weekday"
2018-12-15,"Croissant",127.015319785293,FALSE,7,0.5375,7,NA,"Saturday"
2018-12-16,"Croissant",187.615430932081,FALSE,7,0.2,9,NA,"Sunday"
2018-12-17,"Croissant",86.8619804039465,FALSE,8,0.65,6,20,"Monday"
2018-12-18,"Croissant",108.74827867362,FALSE,7,5.3125,6,21,"Tuesday"
2018-12-19,"Croissant",109.860299776569,FALSE,7,3.175,9,61,"Wednesday"
2018-12-20,"Croissant",81.8361770898553,FALSE,7,4.8875,4,53,"Thursday"
2018-12-21,"Croissant",123.568590429979,FALSE,7,6.1125,9,61,"Friday"
2018-12-22,"Croissant",141.636270777317,FALSE,8,4.3,4,NA,"Saturday"
2018-12-23,"Croissant",192.110853544886,FALSE,7,6.45,9,61,"Sunday"
2018-12-24,"Croissant",161.815215556491,FALSE,7,2.5,10,22,"Monday"
2018-12-27,"Croissant",165.220391891988,FALSE,7,7.125,12,20,"Thursday"
2018-12-28,"Croissant",172.467373669387,FALSE,7,7.3125,11,61,"Friday"
2018-12-29,"Croissant",213.328106111996,FALSE,8,7.675,10,61,"Saturday"
2018-12-30,"Croissant",237.271685703135,FALSE,2,6.675,16,NA,"Sunday"
2018-12-31,"Croissant",254.528634504179,FALSE,7,7.3875,13,45,"Monday"
2019-01-02,"Croissant",145.928338071878,FALSE,0,3.9125,20,0,"Wednesday"
2019-01-03,"Croissant",160.445663463102,FALSE,2,0.725,6,NA,"Thursday"
2019-01-04,"Croissant",122.972882210604,FALSE,7,5.55,15,61,"Friday"
2019-01-05,"Croissant",169.711766028773,FALSE,5,7.85,8,21,"Saturday"
2019-01-06,"Croissant",186.342755131954,FALSE,7,3.65,7,61,"Sunday"
2019-01-07,"Croissant",87.4962868847853,FALSE,8,5.9375,8,55,"Monday"
2019-01-08,"Croissant",96.5639321254324,FALSE,6,5.5,19,21,"Tuesday"
2019-01-09,"Croissant",88.2025300595702,FALSE,7,3.1375,22,0,"Wednesday"
2019-01-10,"Croissant",108.723055304276,FALSE,7,1.4,7,NA,"Thursday"
2019-01-11,"Croissant",85.9510360610796,FALSE,6,6.8625,15,61,"Friday"
2019-01-12,"Croissant",132.841338604247,FALSE,7,6.0875,13,61,"Saturday"
2019-01-13,"Croissant",164.987629567299,FALSE,7,7.6875,20,61,"Sunday"
2019-01-14,"Croissant",109.548340587438,FALSE,2,1.9375,18,5,"Monday"
2019-01-15,"Croissant",105.497381545864,FALSE,7,6.6625,18,61,"Tuesday"
2019-01-16,"Croissant",91.2432581151491,FALSE,7,7.2125,14,61,"Wednesday"
2019-01-17,"Croissant",77.5001212728531,FALSE,7,4.1875,15,61,"Thursday"
2019-01-18,"Croissant",104.967861404928,FALSE,1,1.2625,7,0,"Friday"
2019-01-19,"Croissant",154.355286367942,FALSE,2,0.925,4,49,"Saturday"
2019-01-20,"Croissant",201.675204775369,FALSE,1,0.85,4,10,"Sunday"
2019-01-21,"Croissant",101.624906928866,FALSE,6,-0.425,9,71,"Monday"
2019-01-22,"Croissant",110.992282148962,FALSE,5,0.1375,9,10,"Tuesday"
2019-01-23,"Croissant",83.049277441056,FALSE,4,-3.075,7,10,"Wednesday"
2019-01-24,"Croissant",100.156452367105,FALSE,8,-4.8125,6,22,"Thursday"
2019-01-25,"Croissant",95.2814923776292,FALSE,8,-3.3875,6,71,"Friday"
2019-01-26,"Croissant",181.771400142679,FALSE,7,3.8375,7,61,"Saturday"
2019-01-27,"Croissant",190.411541190963,FALSE,8,4.9375,7,61,"Sunday"
2019-01-28,"Croissant",72.4096264488181,FALSE,8,2.75,5,20,"Monday"
2019-01-29,"Croissant",74.1935039939742,FALSE,6,1.575,7,68,"Tuesday"
2019-01-30,"Croissant",103.324071842113,FALSE,5,1.6,10,NA,"Wednesday"
2019-01-31,"Croissant",122.773976263977,FALSE,7,1.4,7,20,"Thursday"
2019-02-01,"Croissant",117.378941609941,FALSE,7,-0.075,12,10,"Friday"
2019-02-02,"Croissant",143.424660741167,FALSE,8,1.7375,10,10,"Saturday"
2019-02-03,"Croissant",234.531295680699,FALSE,1,2.5,9,0,"Sunday"
2019-02-04,"Croissant",104.946088802031,FALSE,7,2.95,12,NA,"Monday"
2019-02-05,"Croissant",109.429776943245,FALSE,7,4.6375,11,61,"Tuesday"
2019-02-06,"Croissant",131.604560180392,FALSE,7,3.6625,11,61,"Wednesday"
2019-02-07,"Croissant",135.153400303112,FALSE,7,6.0375,10,61,"Thursday"
2019-02-08,"Croissant",93.8188858425423,FALSE,7,6.5,11,61,"Friday"
2019-02-09,"Croissant",150.607280111511,FALSE,7,7.4,18,61,"Saturday"
2019-02-10,"Croissant",212.525462223171,FALSE,7,5.125,7,61,"Sunday"
2019-02-11,"Croissant",88.8625081284099,FALSE,2,5.9375,16,0,"Monday"
2019-02-12,"Croissant",126.128982888753,FALSE,4,5.225,12,20,"Tuesday"
2019-02-13,"Croissant",77.3561584800418,FALSE,8,7.5375,13,20,"Wednesday"
2019-02-14,"Croissant",131.968908740789,FALSE,3,7.4,10,10,"Thursday"
2019-02-15,"Croissant",93.3586819677143,FALSE,0,11.3375,7,0,"Friday"
2019-02-16,"Croissant",218.568398698266,FALSE,0,10.425,12,5,"Saturday"
2019-02-17,"Croissant",227.003546595587,FALSE,3,11.625,5,5,"Sunday"
2019-02-18,"Croissant",118.961694135213,FALSE,0,11.725,7,0,"Monday"
2019-02-19,"Croissant",91.484486483039,FALSE,7,6.75,15,63,"Tuesday"
2019-02-20,"Croissant",101.556119099064,FALSE,7,7.34,11,61,"Wednesday"
2019-02-21,"Croissant",105.240581232336,FALSE,8,7.675,12,61,"Thursday"
2019-02-22,"Croissant",127.495329723402,FALSE,4,4.125,11,0,"Friday"
2019-02-23,"Croissant",189.238581207549,FALSE,6,4.775,6,NA,"Saturday"
2019-02-24,"Croissant",317.795584669544,FALSE,0,9.6875,9,5,"Sunday"
2019-02-25,"Croissant",112.812484109591,FALSE,0,9.8125,9,21,"Monday"
2019-02-26,"Croissant",130.118415434626,FALSE,0,10.85,7,5,"Tuesday"
2019-02-27,"Croissant",118.549178421719,FALSE,1,13.4125,10,5,"Wednesday"
2019-02-28,"Croissant",108.610405388219,FALSE,5,7.8875,11,21,"Thursday"
2019-03-01,"Croissant",132.312936965749,FALSE,7,5.6375,8,NA,"Friday"
2019-03-02,"Croissant",172.578870958022,FALSE,7,5.4,7,NA,"Saturday"
2019-03-03,"Croissant",291.187510118442,FALSE,6,8.975,13,61,"Sunday"
2019-03-04,"Croissant",117.073528530592,FALSE,6,7.5375,20,61,"Monday"
2019-03-05,"Croissant",129.244031941805,FALSE,5,6.8875,17,61,"Tuesday"
2019-03-06,"Croissant",105.862819313057,FALSE,7,6.7625,9,61,"Wednesday"
2019-03-07,"Croissant",98.9151521816643,FALSE,6,9.65,19,61,"Thursday"
2019-03-08,"Croissant",108.729898407863,FALSE,5,6.8875,26,61,"Friday"
2019-03-09,"Croissant",208.172354088745,FALSE,6,6.35,22,63,"Saturday"
2019-03-10,"Croissant",340.858614299599,FALSE,6,6.8875,10,21,"Sunday"
2019-03-11,"Croissant",109.894828943203,FALSE,5,4.075,6,61,"Monday"
2019-03-12,"Croissant",84.7206201143947,FALSE,6,5.425,13,61,"Tuesday"
2019-03-13,"Croissant",103.51676047235,FALSE,7,5.8,15,63,"Wednesday"
2019-03-14,"Croissant",129.272728166179,FALSE,7,5.5625,12,61,"Thursday"
2019-03-15,"Croissant",125.779649811316,FALSE,7,7.4875,25,61,"Friday"
2019-03-16,"Croissant",190.851823233921,FALSE,7,5.5875,11,61,"Saturday"
2019-03-17,"Croissant",278.238106516329,FALSE,5,7.4,20,21,"Sunday"
2019-03-18,"Croissant",125.144298429591,FALSE,5,6.325,21,61,"Monday"
2019-03-19,"Croissant",115.951134878493,FALSE,3,7.0125,11,5,"Tuesday"
2019-03-21,"Croissant",134.979611448852,FALSE,8,10.225,14,10,"Thursday"
2019-03-22,"Croissant",114.419345274858,FALSE,7,9.7,6,20,"Friday"
2019-03-23,"Croissant",253.665252089235,FALSE,6,10.2625,15,10,"Saturday"
2019-03-24,"Croissant",367.348796089307,FALSE,4,7.6625,12,0,"Sunday"
2019-03-25,"Croissant",126.789957526282,FALSE,4,7.3375,17,21,"Monday"
2019-03-26,"Croissant",134.109659474094,FALSE,7,7.8375,16,21,"Tuesday"
2019-03-27,"Croissant",128.254538157456,FALSE,8,8.375,14,61,"Wednesday"
2019-03-28,"Croissant",150.888108151105,FALSE,8,10.7,9,NA,"Thursday"
2019-03-29,"Croissant",154.26968098593,FALSE,5,12.1125,11,21,"Friday"
2019-03-30,"Croissant",251.580011740591,FALSE,1,15.5,11,5,"Saturday"
2019-03-31,"Croissant",299.783999185068,FALSE,0,7.6625,13,5,"Sunday"
2019-04-01,"Croissant",126.880810383705,FALSE,0,8.05,13,5,"Monday"
2019-04-02,"Croissant",118.83372746968,FALSE,0,11.685714,10,5,"Tuesday"
2019-04-04,"Croissant",118.238896221632,FALSE,NA,NA,NA,NA,"Thursday"
2019-04-05,"Croissant",99.1310822403824,FALSE,2,12.0625,10,5,"Friday"
2019-04-06,"Croissant",182.582580891404,FALSE,0,12.7625,10,10,"Saturday"
2019-04-07,"Croissant",244.915849729326,FALSE,0,12.8375,8,5,"Sunday"
2019-04-08,"Croissant",116.49341004966,FALSE,1,9.1125,16,5,"Monday"
2019-04-09,"Croissant",156.231820833046,FALSE,1,6.6625,15,5,"Tuesday"
2019-04-10,"Croissant",121.492204242588,FALSE,0,6.275,14,5,"Wednesday"
2019-04-11,"Croissant",128.126314949571,FALSE,7,5.3375,12,22,"Thursday"
2019-04-12,"Croissant",132.219865698079,FALSE,5,5.2125,11,22,"Friday"
2019-04-13,"Croissant",157.932583099279,FALSE,7,3.475,16,68,"Saturday"
2019-04-14,"Croissant",224.528051517926,FALSE,7,5.9375,16,61,"Sunday"
2019-04-15,"Croissant",142.502467400691,FALSE,2,7.35,14,5,"Monday"
2019-04-16,"Croissant",166.554463646067,FALSE,0,8.4375,15,5,"Tuesday"
2019-04-17,"Croissant",176.252049529523,FALSE,0,11.6625,14,5,"Wednesday"
2019-04-18,"Croissant",210.025075975513,FALSE,0,13.0125,14,5,"Thursday"
2019-04-20,"Croissant",302.96213607654,FALSE,0,13.125,8,NA,"Saturday"
2019-04-21,"Croissant",300.195434502444,FALSE,0,16.8125,10,NA,"Sunday"
2019-04-22,"Croissant",357.556088590589,FALSE,0,15.775,16,5,"Monday"
2019-04-23,"Croissant",188.036361600231,FALSE,0,14.225,19,5,"Tuesday"
2019-04-24,"Croissant",187.436089609238,FALSE,2,17.65,10,21,"Wednesday"
2019-04-25,"Croissant",218.10200852927,FALSE,0,19.6125,7,NA,"Thursday"
2019-04-26,"Croissant",211.022623978283,FALSE,7,14.975,16,95,"Friday"
2019-04-27,"Croissant",273.718701204716,FALSE,5,16.2125,13,0,"Saturday"
2019-04-28,"Croissant",252.285077146935,FALSE,7,9.85,10,61,"Sunday"
2019-04-29,"Croissant",156.576569370656,FALSE,3,13.6125,12,10,"Monday"
2019-04-30,"Croissant",170.867979254003,FALSE,6,17.65,11,0,"Tuesday"
2019-05-02,"Croissant",165.205496618378,FALSE,7,8.95,16,61,"Thursday"
2019-05-03,"Croissant",168.038482941907,FALSE,6,8.7625,18,21,"Friday"
2019-05-04,"Croissant",222.011787030499,FALSE,5,7.3,15,61,"Saturday"
2019-05-05,"Croissant",207.794012416526,FALSE,5,10.6875,15,NA,"Sunday"
2019-05-06,"Croissant",136.865402356629,FALSE,3,9.1625,18,61,"Monday"
2019-05-07,"Croissant",108.027116374046,FALSE,3,9.6625,14,21,"Tuesday"
2019-05-08,"Croissant",101.806701663097,FALSE,6,12.8125,8,61,"Wednesday"
2019-05-09,"Croissant",114.520250200829,FALSE,6,15,7,61,"Thursday"
2019-05-10,"Croissant",124.553485113829,FALSE,7,10.4625,11,61,"Friday"
2019-05-11,"Croissant",233.271356519908,FALSE,1,11.525,9,NA,"Saturday"
2019-05-12,"Croissant",212.69479647091,FALSE,1,13.0125,16,5,"Sunday"
2019-05-13,"Croissant",143.672499136955,FALSE,1,12.7125,11,5,"Monday"
2019-05-14,"Croissant",145.177924219598,FALSE,7,12.3375,9,NA,"Tuesday"
2019-05-15,"Croissant",148.936842650222,FALSE,2,13.9,11,NA,"Wednesday"
2019-05-16,"Croissant",162.272158491443,FALSE,7,12.475,15,61,"Thursday"
2019-05-17,"Croissant",165.024090612509,FALSE,7,11.95,11,10,"Friday"
2019-05-18,"Croissant",279.943784675745,FALSE,3,16.4875,13,5,"Saturday"
2019-05-19,"Croissant",194.498309369222,FALSE,4,14.2375,12,10,"Sunday"
2019-05-20,"Croissant",120.574774939752,FALSE,3,16.8125,9,28,"Monday"
2019-05-21,"Croissant",145.162079306643,FALSE,7,16.425,10,61,"Tuesday"
2019-05-22,"Croissant",97.1194795256841,FALSE,6,12.1,15,61,"Wednesday"
2019-05-23,"Croissant",124.238042447734,FALSE,5,18.2375,10,0,"Thursday"
2019-05-24,"Croissant",129.448658290965,FALSE,2,18.4125,17,0,"Friday"
2019-05-25,"Croissant",287.499088243349,FALSE,7,13.5375,14,NA,"Saturday"
2019-05-26,"Croissant",217.11995497248,FALSE,7,13.625,10,61,"Sunday"
2019-05-27,"Croissant",148.559755814937,FALSE,6,15.2625,13,NA,"Monday"
2019-05-28,"Croissant",143.56061093344,FALSE,6,13.1625,12,NA,"Tuesday"
2019-05-29,"Croissant",150.235793510744,FALSE,3,13.3625,8,0,"Wednesday"
2019-05-30,"Croissant",278.094457859264,FALSE,7,14.0125,9,61,"Thursday"
2019-05-31,"Croissant",238.703043328424,FALSE,7,18.85,14,NA,"Friday"
2019-06-01,"Croissant",263.165452921108,FALSE,6,19.5625,15,0,"Saturday"
2019-06-02,"Croissant",259.421771042372,FALSE,2,24.35,8,NA,"Sunday"
2019-06-03,"Croissant",140.944900671891,FALSE,6,22.225,12,21,"Monday"
2019-06-04,"Croissant",172.963272428784,FALSE,7,16.0625,10,61,"Tuesday"
2019-06-05,"Croissant",208.462099536263,FALSE,5,22.9125,11,NA,"Wednesday"
2019-06-06,"Croissant",175.731891890873,FALSE,6,19.5,13,61,"Thursday"
2019-06-07,"Croissant",191.966570801429,FALSE,1,17.45,10,NA,"Friday"
2019-06-08,"Croissant",316.465894340943,FALSE,7,16.2375,13,61,"Saturday"
2013-07-01,"Konditorei",65.890168799361,FALSE,6,17.8375,15,20,"Monday"
2013-07-02,"Konditorei",74.5439171827412,FALSE,3,17.3125,10,NA,"Tuesday"
2013-07-03,"Konditorei",69.2627280649987,FALSE,7,21.075,6,61,"Wednesday"
2013-07-04,"Konditorei",61.490175369225,FALSE,7,18.85,7,20,"Thursday"
2013-07-05,"Konditorei",86.7598614451924,FALSE,5,19.975,12,NA,"Friday"
2013-07-06,"Konditorei",80.6465768881107,FALSE,0,18.9625,8,NA,"Saturday"
2013-07-07,"Konditorei",94.6039024817053,FALSE,0,21.375,9,NA,"Sunday"
2013-07-08,"Konditorei",49.5000238633042,FALSE,0,22.725,10,5,"Monday"
2013-07-09,"Konditorei",75.2089975834558,FALSE,0,23.275,8,NA,"Tuesday"
2013-07-10,"Konditorei",73.8056511129258,FALSE,2,19.6875,13,5,"Wednesday"
2013-07-11,"Konditorei",68.6330279122302,FALSE,0,21.375,12,5,"Thursday"
2013-07-13,"Konditorei",74.2744737887665,FALSE,1,20.125,12,NA,"Saturday"
2013-07-14,"Konditorei",115.271617188867,FALSE,5,17.6875,15,5,"Sunday"
2013-07-15,"Konditorei",99.4935305857439,FALSE,6,18.7375,12,NA,"Monday"
2013-07-16,"Konditorei",91.7796976081033,FALSE,1,21.1875,10,NA,"Tuesday"
2013-07-18,"Konditorei",89.2058404577425,FALSE,1,23.25,11,5,"Thursday"
2013-07-19,"Konditorei",62.0636098816993,FALSE,3,22.475,16,5,"Friday"
2013-07-20,"Konditorei",69.9369965472912,FALSE,0,23.1875,8,NA,"Saturday"
2013-07-21,"Konditorei",82.6826868784511,FALSE,0,26.375,8,NA,"Sunday"
2013-07-22,"Konditorei",99.3353908053911,FALSE,0,26.1,9,NA,"Monday"
2013-07-23,"Konditorei",70.5290024618065,FALSE,0,24.95,12,NA,"Tuesday"
2013-07-24,"Konditorei",83.5816326885927,FALSE,3,24.075,11,NA,"Wednesday"
2013-07-25,"Konditorei",65.8902979709521,FALSE,2,23.0875,9,NA,"Thursday"
2013-07-26,"Konditorei",53.1984562311259,FALSE,3,27.2625,6,NA,"Friday"
2013-08-01,"Konditorei",60.5614573229725,FALSE,6,23.4,7,21,"Thursday"
2013-08-02,"Konditorei",68.1222020855149,FALSE,0,31.4375,7,NA,"Friday"
2013-08-03,"Konditorei",51.2749992906831,FALSE,4,23.3625,11,63,"Saturday"
2013-08-04,"Konditorei",67.1568816245378,FALSE,3,23.05,8,NA,"Sunday"
2013-08-06,"Konditorei",69.705360420462,FALSE,5,22.225,13,NA,"Tuesday"
2013-08-07,"Konditorei",83.1094116270633,FALSE,4,19.2125,8,NA,"Wednesday"
2013-08-08,"Konditorei",96.7720958104522,FALSE,7,16.975,12,20,"Thursday"
2013-08-09,"Konditorei",81.4817797241125,FALSE,4,20.3375,10,21,"Friday"
2013-08-10,"Konditorei",59.9811123644503,FALSE,7,19.3625,12,61,"Saturday"
2013-08-11,"Konditorei",60.7087857619079,FALSE,7,16.3875,9,61,"Sunday"
2013-08-12,"Konditorei",97.7406166426712,FALSE,7,16.45,11,63,"Monday"
2013-08-13,"Konditorei",113.863641914766,FALSE,3,16.4,16,95,"Tuesday"
2013-08-14,"Konditorei",105.567865241887,FALSE,4,18.2625,18,61,"Wednesday"
2013-08-15,"Konditorei",59.7561020638342,FALSE,3,19.8,8,NA,"Thursday"
2013-08-16,"Konditorei",75.2564619591539,FALSE,4,23.575,11,0,"Friday"
2013-08-17,"Konditorei",96.5293135082104,FALSE,6,20.55,7,0,"Saturday"
2013-08-18,"Konditorei",150.122396942697,FALSE,7,18.5875,10,63,"Sunday"
2013-08-19,"Konditorei",107.407999333161,FALSE,5,18.4875,8,NA,"Monday"
2013-08-20,"Konditorei",64.5022565329893,FALSE,7,17.775,8,61,"Tuesday"
2013-08-21,"Konditorei",65.9210119267558,FALSE,5,20.125,8,NA,"Wednesday"
2013-08-22,"Konditorei",111.144301377526,FALSE,4,21.6625,8,NA,"Thursday"
2013-08-23,"Konditorei",94.2272902889274,FALSE,1,22.0375,14,NA,"Friday"
2013-08-24,"Konditorei",124.737464409769,FALSE,0,20.85,16,5,"Saturday"
2013-08-25,"Konditorei",141.066888354584,FALSE,0,21.3875,16,5,"Sunday"
2013-08-26,"Konditorei",104.448858869003,FALSE,0,20.125,15,5,"Monday"
2013-08-27,"Konditorei",89.3398068106772,FALSE,1,21.0875,12,NA,"Tuesday"
2013-08-28,"Konditorei",87.5160458910728,FALSE,0,21.3,7,NA,"Wednesday"
2013-08-29,"Konditorei",67.1751319746152,FALSE,3,20.2125,11,NA,"Thursday"
2013-08-30,"Konditorei",77.9353068130843,FALSE,6,19.7875,8,5,"Friday"
2013-08-31,"Konditorei",86.0077280021026,FALSE,5,18.35,16,21,"Saturday"
2013-09-01,"Konditorei",139.776992842103,FALSE,7,15.8625,16,61,"Sunday"
2013-09-02,"Konditorei",97.5577291094531,FALSE,7,16.575,17,63,"Monday"
2013-09-03,"Konditorei",66.7042185386037,FALSE,7,18.225,11,21,"Tuesday"
2013-09-04,"Konditorei",102.369988965095,FALSE,7,18.125,5,NA,"Wednesday"
2013-09-05,"Konditorei",64.7180977987766,FALSE,0,21.7,8,NA,"Thursday"
2013-09-06,"Konditorei",79.6716952926438,FALSE,0,24.7,9,NA,"Friday"
2013-09-07,"Konditorei",65.0128197234662,FALSE,6,22.7625,7,NA,"Saturday"
2013-09-08,"Konditorei",115.868951321453,FALSE,7,20.1625,8,61,"Sunday"
2013-09-09,"Konditorei",78.4321446410245,FALSE,8,11.575,11,63,"Monday"
2013-09-10,"Konditorei",75.320737395332,FALSE,6,13.5875,11,65,"Tuesday"
2013-09-11,"Konditorei",84.1743682721035,FALSE,6,13.9,8,61,"Wednesday"
2013-09-12,"Konditorei",79.9069125959926,FALSE,6,16.1125,6,61,"Thursday"
2013-09-13,"Konditorei",60.0423801030524,FALSE,6,17.4375,5,21,"Friday"
2013-09-14,"Konditorei",68.6316728927997,FALSE,5,17.625,10,63,"Saturday"
2013-09-15,"Konditorei",150.947116904365,FALSE,7,14.8625,10,21,"Sunday"
2013-09-16,"Konditorei",68.5094924358894,FALSE,3,13.1375,13,21,"Monday"
2013-09-17,"Konditorei",88.0432401860715,FALSE,5,13.1375,10,63,"Tuesday"
2013-09-18,"Konditorei",81.9233275996418,FALSE,4,13.05,9,NA,"Wednesday"
2013-09-19,"Konditorei",56.2795004974713,FALSE,5,14.8375,11,63,"Thursday"
2013-09-20,"Konditorei",87.4952661591497,FALSE,7,13.525,6,NA,"Friday"
2013-09-21,"Konditorei",48.2782247656494,FALSE,7,15.35,9,NA,"Saturday"
2013-09-22,"Konditorei",181.071825652617,FALSE,6,17.1375,14,21,"Sunday"
2013-09-23,"Konditorei",72.8638989817766,FALSE,7,17.3125,14,21,"Monday"
2013-09-24,"Konditorei",91.9109696976559,FALSE,8,15.7375,10,NA,"Tuesday"
2013-09-25,"Konditorei",83.2754466610357,FALSE,6,13.5375,7,61,"Wednesday"
2013-09-26,"Konditorei",52.9418817206733,FALSE,1,12.9875,12,NA,"Thursday"
2013-09-27,"Konditorei",93.9440670728549,FALSE,5,13.0125,8,21,"Friday"
2013-09-28,"Konditorei",98.4375774152303,FALSE,0,13.1,8,NA,"Saturday"
2013-09-29,"Konditorei",148.939102156167,FALSE,3,14.175,12,NA,"Sunday"
2013-09-30,"Konditorei",98.1860676233875,FALSE,1,12.825,14,NA,"Monday"
2013-10-01,"Konditorei",67.6549909234488,FALSE,0,12.9125,13,5,"Tuesday"
2013-10-02,"Konditorei",119.813127526207,FALSE,1,12.7,10,NA,"Wednesday"
2013-10-03,"Konditorei",148.994652688514,FALSE,0,11.7625,12,5,"Thursday"
2013-10-04,"Konditorei",74.562061444226,FALSE,5,11.2,8,63,"Friday"
2013-10-05,"Konditorei",66.2032518834826,FALSE,7,15.575,8,20,"Saturday"
2013-10-06,"Konditorei",129.952199872951,FALSE,7,15.25,6,NA,"Sunday"
2013-10-07,"Konditorei",70.2008226210611,FALSE,1,16.275,7,NA,"Monday"
2013-10-08,"Konditorei",73.2079831960351,FALSE,6,15.1125,8,61,"Tuesday"
2013-10-09,"Konditorei",101.892689553858,FALSE,7,14.3125,10,21,"Wednesday"
2013-10-10,"Konditorei",70.9668372971161,FALSE,5,10.975,6,NA,"Thursday"
2013-10-11,"Konditorei",75.3024074738754,FALSE,7,13.8625,20,10,"Friday"
2013-10-12,"Konditorei",85.8339467852549,FALSE,8,13.025,21,63,"Saturday"
2013-10-13,"Konditorei",149.25084502852,FALSE,5,10.8625,5,NA,"Sunday"
2013-10-14,"Konditorei",52.4609987818665,FALSE,2,12.525,6,NA,"Monday"
2013-10-15,"Konditorei",93.0578771174161,FALSE,7,10.6625,4,63,"Tuesday"
2013-10-16,"Konditorei",91.1515914626467,FALSE,8,12.275,7,NA,"Wednesday"
2013-10-17,"Konditorei",85.6188586141792,FALSE,7,12,15,65,"Thursday"
2013-10-18,"Konditorei",65.0176982906717,FALSE,1,9.075,9,NA,"Friday"
2013-10-19,"Konditorei",61.589080615236,FALSE,7,9.45,9,NA,"Saturday"
2013-10-20,"Konditorei",124.018841960182,FALSE,7,15.1875,8,21,"Sunday"
2013-10-21,"Konditorei",71.2443638417337,FALSE,7,14.2625,8,61,"Monday"
2013-10-22,"Konditorei",96.9923094777322,FALSE,2,17.6375,7,NA,"Tuesday"
2013-10-23,"Konditorei",94.6638761998211,FALSE,6,17.675,9,NA,"Wednesday"
2013-10-24,"Konditorei",95.9995140166535,FALSE,5,12.6875,12,61,"Thursday"
2013-10-25,"Konditorei",70.0532365692146,FALSE,7,11.8875,7,61,"Friday"
2013-10-26,"Konditorei",63.040579010536,FALSE,5,16.775,10,21,"Saturday"
2013-10-27,"Konditorei",186.537638448479,FALSE,6,14.9875,16,65,"Sunday"
2013-10-28,"Konditorei",74.3238360664755,FALSE,7,14.3625,29,63,"Monday"
2013-10-29,"Konditorei",74.735898673334,FALSE,7,10.775,17,63,"Tuesday"
2013-10-30,"Konditorei",48.1084083947754,FALSE,6,10.4375,10,61,"Wednesday"
2013-10-31,"Konditorei",85.5171451600742,FALSE,5,11.1625,13,21,"Thursday"
2013-11-01,"Konditorei",91.3424292969203,FALSE,8,10.625,9,63,"Friday"
2013-11-02,"Konditorei",60.8349248921595,FALSE,8,8.8875,3,63,"Saturday"
2013-11-03,"Konditorei",128.473076323971,FALSE,6,10.7,15,21,"Sunday"
2013-11-05,"Konditorei",74.2946461688414,FALSE,4,8.9,12,61,"Tuesday"
2013-11-06,"Konditorei",64.0286940032467,FALSE,4,8.1375,12,63,"Wednesday"
2013-11-07,"Konditorei",67.2858927962349,FALSE,6,9.5,10,61,"Thursday"
2013-11-08,"Konditorei",65.3154182108296,FALSE,3,9.325,9,NA,"Friday"
2013-11-09,"Konditorei",63.0232472685735,FALSE,5,7.7,16,63,"Saturday"
2013-11-10,"Konditorei",176.522124121548,FALSE,2,6.9875,12,63,"Sunday"
2013-11-11,"Konditorei",76.1706634927456,FALSE,2,8.3125,5,NA,"Monday"
2013-11-12,"Konditorei",49.0155893982333,FALSE,7,5.9375,9,61,"Tuesday"
2013-11-13,"Konditorei",65.8442679091616,FALSE,1,8.8,12,0,"Wednesday"
2013-11-14,"Konditorei",57.5383042189858,FALSE,5,6.9375,9,21,"Thursday"
2013-11-15,"Konditorei",51.4925840580978,FALSE,7,6.45,6,21,"Friday"
2013-11-16,"Konditorei",49.4223775237036,FALSE,8,8.875,12,NA,"Saturday"
2013-11-17,"Konditorei",177.087584201101,FALSE,2,8.8875,8,0,"Sunday"
2013-11-18,"Konditorei",49.8879972007333,FALSE,7,6.65,5,63,"Monday"
2013-11-19,"Konditorei",54.9978272171921,FALSE,8,5.8375,8,61,"Tuesday"
2013-11-20,"Konditorei",78.1131998337016,FALSE,6,3.85,6,NA,"Wednesday"
2013-11-21,"Konditorei",58.3913411790683,FALSE,2,3.275,8,10,"Thursday"
2013-11-22,"Konditorei",57.7729401837321,FALSE,7,5.375,10,21,"Friday"
2013-11-23,"Konditorei",91.899653481564,FALSE,3,4.9125,6,NA,"Saturday"
2013-11-24,"Konditorei",175.128357778932,FALSE,0,4.6,16,NA,"Sunday"
2013-11-25,"Konditorei",92.5228806731995,FALSE,0,3.7,10,NA,"Monday"
2013-11-26,"Konditorei",57.5784741040714,FALSE,2,2.3125,6,NA,"Tuesday"
2013-11-27,"Konditorei",78.1936852275363,FALSE,8,7.3125,12,61,"Wednesday"
2013-11-28,"Konditorei",101.637479250916,FALSE,2,8.025,18,NA,"Thursday"
2013-11-29,"Konditorei",83.7787352392597,FALSE,8,5.9875,11,63,"Friday"
2013-12-01,"Konditorei",140.686615291205,FALSE,5,8.6625,20,61,"Sunday"
2013-12-02,"Konditorei",73.3221953360975,FALSE,0,3.0625,4,10,"Monday"
2013-12-03,"Konditorei",68.5617336096169,FALSE,8,1.7125,6,28,"Tuesday"
2013-12-04,"Konditorei",63.7021074904902,FALSE,7,5.85,11,63,"Wednesday"
2013-12-05,"Konditorei",66.2712031267702,FALSE,7,4.4625,24,63,"Thursday"
2013-12-06,"Konditorei",81.3614647215711,FALSE,6,1.7875,25,73,"Friday"
2013-12-07,"Konditorei",61.3937929370576,FALSE,5,1,11,22,"Saturday"
